2016-09-14,埼玉県,お好み焼・鉄板焼 こて吉 さいたま新都心コクーンシティ1店,048-600-2727
2016-09-06,山口県,築地銀だこゆめタウン徳山店,0834-39-6835
2016-08-08,北海道,お好み焼き せんじゅ,0143-45-3310
2016-08-03,東京都,築地銀だこ 神楽坂店,03-6280-8708
2016-08-02,奈良県,粉もん屋八 JR奈良駅前店,080-4396-5488
2016-08-01,東京都,海鮮もんじゃ えもん,03-5830-3332
2016-07-21,長野県,焼きたて屋 レイクウォーク岡谷店,0266-79-6326
2016-07-15,奈良県,築地銀だこ イオンモール大和郡山店,0743-85-4666
2016-06-26,東京都,築地銀だこハイボール酒場 新宿小滝橋通り店,03-6279-3018
2016-06-07,奈良県,お好み焼きは ここやねん 橿原神宮前店,0744-24-7667
2016-06-05,東京都,じゃんぼ總本店 清瀬駅前店,042-491-3313
2016-06-03,埼玉県,イタリアンバルパステル 川口栄町店,048-240-2755
2016-05-18,大阪府,じゅうじゅう屋 天満宮前店,06-6351-8115
2016-05-02,島根県,築地銀だこイオンモール出雲店,0853-25-8840
2016-04-29,2016年4月29日（金）オープン,じゃんぼ總本店 喜連瓜破店,06-6705-0099
2016-04-24,2016年4月24日（日）オープン,鉄板焼・広島お好み焼き 彩TAMI,092-791-1056
2016-04-23,2016年4月23日（土）オープン,きんぎょぎんぎょ,0898-35-2343
2016-04-22,2016年4月22日（金）オープン,仙川ぱすたかん,03-5314-9804
2016-04-21,2016年4月21日（木）オープン,粉もん屋八 東山駅前店,070-2305-8086
2016-04-20,2016年4月21日（木）オープン,こて吉 KITTE博多店,092-260-6330
2016-04-19,2016年4月20日（水）オープン,築地銀だこ ニトリモール枚方店,072-860-7829
2016-04-19,2016年4月20日（水）オープン,鶴橋風月 ニトリモール枚方店,072-808-6199
2016-04-14,2016年4月14日（木）オープン,鉄神 住吉店,052-269-3833
2016-04-06,2016年4月6日（水）オープン,熱狂道とん堀 歌舞伎町店,03-3204-3678
2016-03-24,2016年3月24日（木）オープン,近藤蛸焼店,045-548-9090
2016-03-19,2016年3月19日（土）オープン,わらい食堂 イオンモール堺鉄砲町店,072-221-7772
2016-03-18,2016年3月18日（金）オープン,お好み焼と黒おでん 高はし,06-6361-3380
2016-03-18,2016年3月18日（金）オープン,きん太 春日井店,0568-31-6639
2016-03-18,2016年3月18日（金）オープン,ikayaki stand 神戸,078-983-3200
2016-03-08,2016年3月9日（水）オープン,神戸六甲道・ぎゅんた 大名古屋店,
2016-03-07,2016年3月7日（月）オープン,情熱鉄板SHIN,0956-55-8707
2016-03-01,2016年3月1日（火）オープン,粉もん屋八 西九条駅前店,06-6110-5458
2016-03-01,2016年3月1日（火）オープン,鉄板焼 春団治 オーレ藤枝店,054-634-3666
2016-02-20,2016年2月20日（土）オープン,丸幸水産たこやき 福岡大橋店,092-561-0200
2016-02-05,2016年2月5日（金）オープン,あわねや,086-441-0232
2016-02-01,2016年2月1日（月）オープン,ディースタイル ワンゴ,098-917-1905
2016-01-27,2016年1月27日（水）オープン,鉄板・お好み焼き 蓮 沖縄店,098-917-2348
2015-12-10,2015年12月10日（木）オープン,築地銀だこ ららぽーと立川立飛店,042-540-6623
2015-12-07,2015年12月7日（月）オープン,築地銀だこ中央林間店,046-204-8567
2015-12-04,2015年12月4日（金）オープン,さくら屋 アピタ岩倉店,0587-37-3603
2015-12-04,2015年12月4日（金）オープン,築地 銀だこイオンモール常滑店,0569-89-6927
2015-12-01,2015年12月1日（火）オープン,鶴橋風月 弘前店,0172-37-0015
2015-12-01,2015年12月1日（火）オープン,お好み粉道楽,06-6648-5739
2015-11-27,2015年11月27日（金）オープン,Kirara風月 高田馬場店,03-6380-3151
2015-11-23,2015年11月23日（月）オープン,えびやき家 むぎわら,090-5238-6460
2015-11-21,2015年11月21日（土）オープン,築地銀だこ ららぽーと新三郷,048-951-5939
2015-11-19,2015年11月19日（木）オープン,たこやき SAKURA,052-680-8897
2015-11-19,2015年11月19日（木）オープン,瀬戸内てっぱん堂,047-421-7649
2015-11-19,2015年11月19日（木）オープン,大阪玉出 会津屋 ららぽーとEXPOCITY店,06-4860-6586
2015-11-19,2015年11月19日（木）オープン,大阪 粉もん お好み焼き 五郎ッペ食堂,06-4860-6059
2015-11-10,2015年11月10日（火）オープン,島原風お好み焼き うまからじゃ,0957-60-4250
2015-11-06,2015年11月6日（金）オープン,月島もんじゃ わらしべ 総本店,03-6204-2992
2015-10-29,2015年10月29日（木）オープン,築地銀だこららぽーと海老名店,046-292-7176
2015-10-24,2015年10月24日（土）オープン,築地銀だこ イオンタウン宇多津店,0877-58-2210
2015-10-23,2015年10月23日（金）オープン,築地 銀だこ イオンモール四條畷店,072-803-2361
2015-10-23,2015年10月23日（金）オープン,京都 わらい食堂 イオンモール四條畷店,072-812-7862
2015-10-23,2015年10月23日（金）オープン,くくるイオンモール四條畷店,072-803-0199
2015-10-19,2015年10月19日（月）オープン,鶴橋風月Modern 北浜店,06-6210-4434
2015-10-19,2015年10月19日（月）オープン,大阪ふぃがろ亭 築地本店,03-3541-7979
2015-10-18,2015年10月18日（日）オープン,ぐるめメロディボックス,022-281-8486
2015-10-12,2015年10月12日（月）オープン,築地銀だこ イオンモール盛岡店,019-908-2011
2015-10-10,2015年10月10日（土）オープン,紡麦 TSUMUGI,06-6244-2022
2015-10-10,2015年10月10日（土）オープン,千房 京都四条河原町店,075-254-7666
2015-09-25,2015年9月25日（金）オープン,ぷれじでんと千房 銀座コリドー店,03-5537-6200
2015-09-18,2015年9月18日（金）オープン,銀だこKITCHEN 名古屋mozoワンダーシティ店,052-982-8305
2015-09-18,2015年9月18日（金）オープン,銀だこキッチン mozoワンダーシティ店,052-982-8305
2015-09-11,2015年9月11日（金）オープン,粉もん屋八 高田市駅前店,0745-22-7280
2015-09-11,2015年9月11日（金）オープン,TAKASAGOMARU,03-5422-7177
2015-08-05,2015年8月5日（水）オープン,一山,03-6906-6775
2015-08-02,2015年8月2日（日）オープン,至福 白鷺店,072-288-0429
2015-07-14,2015年7月14日（火）オープン,築地銀だこイオンモールとなみ店,0763-32-7122
2015-07-04,2015年7月4日（土）オープン,お好み焼肉道頓堀 平松本町店,028-651-4321
2015-06-11,2015年6月11日（木）オープン,築地銀だこ ゆめタウン廿日市店,0829-34-0082
2015-06-11,2015年6月11日（木）オープン,みっちゃん総本店 ゆめタウン廿日市店,0829-30-8966
2015-03-27,2015年3月27日（金）オープン,築地銀だこイオンモール旭川駅前店,0166-29-2772
2015-03-24,2015年3月24日（火）オープン,宅配銀だこ 砧店,045-909-5330
2015-03-13,2015年3月13日（金）オープン,海鮮もんじゃ もへじ,03-6204-2314
2015-03-12, 2015年3月12日（木）オープン,築地銀だこ HAPINAHA店,098-860-8255
2015-03-10,神戸六甲道,神戸六甲道 ぎゅんた イオンモール幕張新都心店,043-306-9789 
2015-02-23,くれおーる 道,くれおーる 道玄坂１丁目店,03-5459-2100
2014-11-21,さくら屋 イオンタウン熱田千年店 2014年11月21日（金）オープン,さくら屋 イオンタウン熱田千年店,052-653-3822
2012-12-17,お好み焼 道,お好み焼 道とん堀 六丁の目店,089-993-5748
2012-12-04,お好み焼 道,お好み焼 道とん堀 久米窪田店,089-993-5748
2012-11-23,じゃんぼ総本店イオン貝塚店 2012年11月21日（水）オープン,じゃんぼ総本店イオン貝塚店,072-436-2299
2012-11-20,築地銀だこ 神保町店 2012年11月21日（水）オープン,築地銀だこ 神保町店,03-5283-7361
2012-10-10,千房福岡姪浜店 2012年10月10日（水）オープン,千房福岡姪浜店,092-834-8114
2012-08-21,京ちゃばな新大阪駅店 2012年8月22日（水）オープン,京ちゃばな新大阪駅店,
2012-08-12,築地銀だこ　ホット横丁湊店 2012年8月13日（月）オープン,築地銀だこ　ホット横丁湊店,
2012-08-05,お好み焼 風の街 天王寺駅前店 2012年8月5日（日）閉店,お好み焼 風の街 天王寺駅前店,JR天王寺駅すぐ上
2012-08-03,築地銀だこ アピタ佐原東店 2012年8月3日（金）オープン,築地銀だこ アピタ佐原東店,0299-80-5072
2012-06-29,イオン八戸田向ショッピングセンター店 2012年6月29日（金）オープン,築地銀だこ イオン八戸田向店,0178-71-8765
2012-06-28,築地銀だこソヨカふじみ野店 2012年6月29日（金）AM9:00オープン,築地銀だこソヨカふじみ野店,049-278-1177
2012-06-28,築地銀だこイオン春日井店 2012年6月28日（木）オープン,築地銀だこイオン春日井店,0568-87-7636
2012-06-25,築地銀だこ 厚木ドライブスルー店 2012年6月26日（火）オープン,築地銀だこ 厚木ドライブスルー店,046-270-2778
2012-06-15,築地銀だこ八千代ドライブスルー店 2012年6月15日（金）オープン,築地銀だこ八千代ドライブスルー店,047-480-3155
2012-06-09,お好み焼 道,お好み焼 道とん堀 アリオ橋本店,042-703-6835
2012-05-08,2012年5月8日（火）オープン,築地銀だこ ハイボール酒場　茅場町店,03-5614-5107      
2012-04-27,2012年4月28日（土）オープン,広島風お好み焼き　もみじ屋,03-6272-9320
2012-04-25,築地銀だこイオンモール福津店 2012年4月26日（木）オープン,築地銀だこイオンモール福津店,0940-38-5371    
2012-04-24,築地銀だこイオンモール船橋店2012年4月25日（水）オープン,築地銀だこイオンモール船橋店,043-437-6885   
2012-04-20,2012年4月17日（火）オープン,築地銀だこサンリブシティ小倉店,093-932-3601
2012-04-19,2012年4月19日（木）オープン,築地銀だこダイバーシティ東京プラザ店,03-3527-5388
2012-04-17,2012年4月17日（火）オープン,築地銀だこイオンタウン鹿島台,非公開
2012-04-12, 2012年4月13日（金）オープン,築地銀だこ広島段原SC店,082-568-5802
2012-02-13,お好み焼 道,お好み焼 道とん堀柏大津ヶ丘店,04-7193-3388
2012-01-07,築地銀だこ 軽井沢プリンスショッピングセンター店 2012年1月6日（金）オープン,築地銀だこ 軽井沢プリンスショッピングセンター店,
2011-12-01,お好み焼 道,お好み焼 道とん堀　船橋新高根店,047-463-8868
2011-12-01,お好み焼 道,お好み焼 道とん堀　新居浜店,0897-47-5078
2011-11-30,お好み焼き　やいやい 2011年12月1日（木）オープン,お好み焼き　やいやい,03-5419-1118
