Date,Prefecture,ShopName,Phone
2019-10-19,茨城県,CCC Cheese Cheers Cafe MORIYA チーズチーズカフェ守谷,0297-45-9545
2019-10-19,山形県,花カフェ ブルーミーズ,023-681-5487
2019-10-17,千葉県,波太 オルビス,04-7094-5550
2019-10-15,兵庫県,JTRRD cafe SHUKUGAWA,079-833-6070
2019-10-14,鳥取県,グランカフェＦ錦町店,0859-21-2188
2019-10-13,東京都,RISTORANTE&BAR E’VOLTA,03
2019-10-13,東京都,mipig cafe 原宿（マイピッグカフェ ハラジュク）,
2019-10-13,石川県,サムライボゥラーズ,0761-27-2376
2019-10-12,神奈川県,QUAYS pacific grill（キーズ パシフィック グリル）,045-900-0310
2019-10-12,東京都,TOKYO BOX cafe&space 東京ソラマチ店,03-6658-5480
2019-10-12,東京都,cafe garage Dogberry,080-6530-8014
2019-10-10,滋賀県,Picnicピクニック・ナチュラルカフェ,077-564-1111
2019-10-10,東京都,台湾カフェ 山林艸木 西武池袋本店,03-6907-0108
2019-10-10,福井県,RUNNY CHEESE （ラニーチーズ）,0776-52-5008
2019-10-10,山形県,DAN+RUN CAFE（だんらんカフェ）,023-645-3387
2019-10-10,群馬県,RK LOOF （アールケイルーフ）,027-325-8862
2019-10-09,東京都,o/sio（オシオ）,03-3217-4001
2019-10-09,北海道,oj珈琲×タニタカフェBRANCH札幌月寒店,011-598-7086
2019-10-09,北海道,Cafe Chater,0166-56-1526
2019-10-08,静岡県,ホノルル食堂Da Cafe ららぽーと沼津店,055-957-6233
2019-10-08,静岡県,サンマルクカフェ ららぽーと沼津店,055-939-8309
2019-10-07,兵庫県,知るカフェみなと銀行武庫川女子大学店,0798-39-8246
2019-10-07,東京都,Japan Kitchen AKIBA,03-5207-2678
2019-10-05,東京都,La Coquina cerveceria（ラ コキーナ セルベセリア）,03-6625-5555
2019-10-05,東京都,アニメイトカフェスタンドHareza池袋,
2019-10-05,兵庫県,KJ’s Kitchen,0798-32-0345
2019-10-04,静岡県,ミクニ伊豆高原,0557-54-3920
2019-10-03,東京都,BISTRO J_O / J_O CAFE,
2019-10-03,東京都,WAVES,042-842-3225
2019-10-02,兵庫県,Lavy’s Café 鳴尾・武庫川女子大前駅店,0798-42-7711
2019-10-02,東京都,K. MINAMOTO,03-5537-5457
2019-10-01,静岡県,tea stand Rob 静岡店,054-252-1000
2019-10-01,愛知県,Cafe Rob 名古屋駅前店,052-526-5151
2019-10-01,兵庫県,ごはんカフェ ひといき,079-440-9114
2019-09-30,山口県,山口大学吉田キャンパス 新福利厚生施設 FAVO（ファボ）,083-933-5000
2019-09-28,東京都,LISA LARSON Fika TOKYO,03-3567-3366
2019-09-28,東京都,カフェ モクシャチャイ 中目黒,
2019-09-28,宮崎県,嵜本ベーカリーカフェ 宮崎店,0985-65-7370
2019-09-27,北海道,カフェコムサ 札幌東急店,011-212-2588
2019-09-27,東京都,FANCL BROWN RICE MEALS,03-3289-0721
2019-09-27,愛知県,Large'(ラルジュ)杁中,052-846-9277
2019-09-27,兵庫県,Regene cafe（リジェネカフェ）,090-3272-8481
2019-09-26,東京都,TABLES steam hot pot,03-6910-3550
2019-09-25,兵庫県,ALL SUNDAY（オールサンデー）,078-803-8667
2019-09-25,岡山県,CAFÉ KITSUNÉ ROASTERY カフェ キツネ ロースタリー,086
2019-09-24,福岡県,Nine Doors（ナインドアーズ）,092-260-9185
2019-09-22,東京都,EXBAR TOKYO（エクスバー トーキョー）,03-6263-8437
2019-09-22,福岡県,CAFÉ EMPATHY,092-441-3143
2019-09-21,京都府,Morimoto KYOTO,075-746-7718
2019-09-20,福島県,LUMETO COFFEE （ルメートコーヒー）,024-983-1257
2019-09-20,北海道,Cafe Contrail,011-521-2587
2019-09-20,大阪府,ポケモンセンターオーサカDX ＆ ポケモンカフェ,06-6271-1231
2019-09-20,大阪府,UPGRADE Plant based kitchen,06-6271-1231
2019-09-20,大阪府,Restaurant&Cafe TUFFE TERRACE EAT,06-6258-0288
2019-09-19,東京都,シアターカフェ天狼院,03-6812-1984
2019-09-19,神奈川県,ランドリーカフェ大和深見西店,
2019-09-18,神奈川県,キハチ カフェ 東急百貨店たまプラーザ店,045-903-2428
2019-09-17,長野県,HAKKO MONZEN ~Craft Food Parlor~,026-217-7391
2019-09-17,京都府,べじかふぇ wo’s（ウーズ）,090-5965-5044
2019-09-16,熊本県,ROOM,096-355-5537
2019-09-16,熊本県,CHASEN カフェ,096-285-9336
2019-09-15,熊本県,くまモンビレッジ,096-325-8226
2019-09-15,熊本県,カフェモロゾフ サクラマチ熊本店,096-354-1881
2019-09-15,熊本県,RHC カフェサクラマチ熊本店,096-234-6893
2019-09-14,東京都,POWDER ART CAFE HARAJUKU,03-5485-3440
2019-09-14,秋田県,cafe 赤居文庫,018-801-5001
2019-09-14,熊本県,Ivorish熊本桜町,096-355-5504
2019-09-13,大阪府,からふね屋CAFEイオン藤井寺ショッピングセンター店,072-931-7717
2019-09-12,東京都,eggslut 新宿サザンテラス店,03-6773-0424
2019-09-12,東京都,SWITCH ZERO CAFE with FUGADOR SUMIDA,
2019-09-10,長野県,ベーカリーカフェ ココラデ上田店,0268-75-5328
2019-09-09,東京都,YELLOW MARKS,03-6416-5955
2019-09-08,兵庫県,Himeginger（ヒメジンジャー）姫路駅南店,090-3490-0431
2019-09-08,埼玉県,原町カフェ,080-7077-2019
2019-09-08,大分県,Ancoco cafe,097-510-5385
2019-09-07,,TUFFE TERRACE EAT（トゥッフェ テラスイート）,06-6258-0288
2019-09-07,東京都,Café Cova Milano GINZA SIX,03-3289-3755
2019-09-07,東京都,Blue THE Berry（ブルー ザ ベリー）,03-5856-3888
2019-09-05,群馬県,Aldewarth the cafe,0270-61-8613
2019-09-04,東京都,VERY FANCY®︎ OMOTESANDO,080-3113-5135
2019-09-03,東京都,Bistro LAVAROCK 丸の内,03-6812-2971
2019-09-01,熊本県,T‘s Barist×新町居酒屋 ラテ丸,096-323-0001
2019-09-01,長野県,古民家カフェ Fumoku,070-1490-7716
2019-08-31,東京都,カフェ・ド・クレア東長崎店,03-3565-6153
2019-08-31,埼玉県,はすの香カフェ,049-214-1814
2019-08-31,愛知県,和ごころ茶房 咲夢（えむ）,0566-95-5556
2019-08-30,東京都,アニメイトカフェグラッテ渋谷,03-5458-2454
2019-08-29,愛知県,タイムスリップカフェ OLD WAYS 三丁目の米乃家,0587-37-4433
2019-08-29,静岡県,KUSHITANI CAFE 舘山寺,053-523-9169
2019-08-29,千葉県,WORLD KITCHENS!,043-296-3011
2019-08-26,大阪府,カフェ＆コワーキングスペースCLIP（クリップ）,06-6624-1127
2019-08-24,京都府,there,075-254-8260
2019-08-23,福岡県,cafe unchainカフェアンチェイン,
2019-08-22,大阪府,ベルヴィル 心斎橋筋店,06-6245-5139
2019-08-22,神奈川県,Hawaiian Café＆Restaurant『Merengue（メレンゲ）』たまプラーザ店,045-532-6101
2019-08-20,神奈川県,Cafe Renoir 横浜元町店,045-264-6677
2019-08-20,神奈川県,えれんなごっそCAFÉ107,0465-23-7373
2019-08-17,愛知県,kico,0566-93-8030
2019-08-16,神奈川県,Seagreen 鎌倉店,0467-53-8466
2019-08-15,神奈川県,PICKS（ピックス）アピタテラス横浜綱島店,
2019-08-15,栃木県,日本両棲類研究所,0288-25-7186
2019-08-14,大阪府,T4 CAFE NAMBA （ティーフォー カフェ ナンバ）,070-1467-6802
2019-08-14,熊本県,Moff animal cafe COCOSA熊本店,096-285-9904
2019-08-14,兵庫県,cafe りもねん,078-733-0708
2019-08-13,東京都,トルカリ高円寺,03-5327-8682
2019-08-13,福井県,g.cafe,0776-66-3338
2019-08-12,群馬県,Cuddly Cafe,070-6640-3935
2019-08-12,兵庫県,HELLO KITTY SHOW BOX（ハローキティショーボックス）,0799-70-9022
2019-08-11,東京都,ボードゲームカフェ らぽる,042-649-3888
2019-08-10,東京都,茶曜日 本郷三丁目店,03-5801-0977
2019-08-10,東京都,自由丁(JIYUCHO),
2019-08-10,大阪府,きららみらい星の子カフェ,06-6965-0015
2019-08-10,東京都,TeaTock（ティートック）,
2019-08-10,沖縄県,Café Beija-flor (カフェ ベイジャフロー),090-3794-9033
2019-08-10,兵庫県,六森 ROKUMORI,078-806-8999
2019-08-09,兵庫県,OZ’s BROADWAY THEATER ＆ CAFE,079-506-6200
2019-08-09,北海道,PlantBased Chick,050-5368-1319
2019-08-09,北海道,福吉カフェ伏古店,011-792-8507
2019-08-09,愛知県,BON COCOTTE （ボンココット）,052-587-2621
2019-08-08,神奈川県,eeets hall（イーツホール）,045-545-2111
2019-08-08,兵庫県,新在家コベヤ,080-4490-2225
2019-08-08,東京都,信和堂,03-5808-9058
2019-08-08,香川県,洋食cafe Ailey,0877-85-3338
2019-08-07,新潟県,mountain△grocery（マウンテン・グロサリー）,090-6516-8626
2019-08-07,神奈川県,浮世絵カフェ,045-662-5446
2019-08-07,北海道,福福楼,080-7810-4342
2019-08-07,福岡県,創作料理 Bon‘d,050-3461-0489
2019-08-07,埼玉県,ROOTS CAFE 久喜店,
2019-08-07,埼玉県,チェントペルチェント 久喜店,0480-87-3266
2019-08-05,東京都,Hailey’5 Café（ハイリーファイブカフェ) 上野御徒町店,03-6860-2700
2019-08-05,大阪府,E-Sports Cafe ACADEMIA,06-4256-1767
2019-08-05,静岡県,バイカーズパラダイス南箱根,0460-83-5819
2019-08-04,東京都,刀剣乱舞 2.5Dカフェ –秋葉原,03-3253-5666
2019-08-04,静岡県,コミュニティー＆ダイニングスペース 茶木魚（ちゃきっと）,054-254-2115
2019-08-02,愛知県,Lakeside Birds Cafe,0561-35-5015
2019-08-02,宮城県,Route 227s’ Cafe TOHOKU,022-796-9770
2019-08-02,愛知県,Cafe Kurucle（カフェクルクル）,0568-65-7575
2019-08-01,大阪府,RICCIO 高槻店,072-668-7515
2019-08-01,京都府,JTRRD cafe KYOTO,080-6206-0078
2019-08-01,愛知県,大須ARTORYキッチン,052-321-0790
2019-07-31,兵庫県,保護猫かふぇ リアン,06-6426-3131
2019-07-31,東京都,meet ぐらんわん！,03-6805-7677
2019-07-31,神奈川県,Cat Cafe PuPu Mignon（キャットカフェププミニョン）,046-825-2828
2019-07-31,京都府,cafe attmos （カフェ アットモス）,070-1847-8818
2019-07-29,北海道,橋ノ町Cafe,0166-74-8828
2019-07-28,大阪府,食パン専門店 DEAI THE BAKERY&CAFE,0723-49-9678
2019-07-27,東京都,DENDAMA&DARTS RE/D(デンダマアンドダーツリード),03-6455-0301
2019-07-27,福岡県,カフェ＆バープロントPRONTO福岡西新店,092-834-7007
2019-07-26,東京都,BESIDE SEASIDE（ビサイドシーサイド）,03-5439-6506
2019-07-26,東京都,ロクシタン表参道店 ヴォヤージュ センソリアル,03-6721-0830
2019-07-26,滋賀県,Cafe&Pancake GURU GURU,077-568-0277
2019-07-26,福岡県,Champel,050-6875-5831
2019-07-25,沖縄県,RESTAURANT SHIROUX,098-953-9530
2019-07-25,兵庫県,西宮 白菜キッチン コルチナ,0798-55-4969
2019-07-24,広島県,尾道保護猫カフェ ねこのみち,0848-38-1626
2019-07-24,神奈川県,Hawaiian Café＆Restaurant Merengue 横浜・八景島シーパラダイス店,045-788-9750
2019-07-24,埼玉県,カラオケバンバン 本庄店,0495-71-7212
2019-07-23,東京都,小動物園 HARRY PIGGY / Photo Studio Hari-Pigi,0422-23-7728
2019-07-23,東京都,FRUITS TEA & COFFEE F 自由が丘店,03-6459-5715
2019-07-21,東京都,OPTIMUM EATS!!,03-5726-9699
2019-07-21,福岡県,やすらぎキッチン natury （ナチュリ）,050-5597-5903
2019-07-20,兵庫県,ROKKOSAN SILENT RESORT CAFETERIA CAFETERIA,078-891-0650
2019-07-20,香川県,Okibi,0875-24-9686
2019-07-17,東京都,カプコンカフェ 池袋店,03-5904-9106
2019-07-17,東京都,EDW（イーディーダブル）,070-2262-4445
2019-07-17,東京都,AWESOME STORE & CAFE IKEBUKURO,03-5944-9754
2019-07-16,東京都,X-mobile Cafe shibuya（エックスモバイルカフェ シブヤ）,03-6803
2019-07-16,茨城県,カリビアンカフェ ひたち野うしく店,0298-46-6867
2019-07-14,東京都,アニメイトカフェスタンドHareza池袋,03-6709-0562
2019-07-14,北海道,かふぇ&小さな宿 のどか,0136-55-7888
2019-07-13,京都府,mea ulu cafe AKUA,075-643-5123
2019-07-13,和歌山県,MARINE-Q,073-842-7775
2019-07-13,福井県,RURAL COFFEE&SALON,0770-47-6237
2019-07-12,東京都,Cafe&Bar Grill MANUKA,070-2294-9642
2019-07-12,大分県,マライカ BAZAAR / Rainbow Cafe（レインボーカフェ）大分店,097-578-6340
2019-07-11,千葉県,ベーカリーレストラン サンマルク イオンモール成田店,0476-37-7877
2019-07-10,東京都,DINING KITCHEN＆DRINK RIPOSO(リポッソ),03-3452-3033
2019-07-10,愛媛県,ドッグラン＆カフェフォルトゥナ（FORTUNA）,089-993-7308
2019-07-09,京都府,Okaffe（オカフェ）kyoto 嵐山,075
2019-07-09,茨城県,Water Lily Cafe ウォーターリリーカフェ,029-350-7525
2019-07-08,東京都,epulor (エプロア),080-8053-1067
2019-07-08,大阪府,Loca Bran（ロカブラン）,090-3464-8188
2019-07-08,長崎県,And Barissier,095-832-8123
2019-07-08,埼玉県,向日葵の食卓,048-581-4205
2019-07-07,石川県,SALUD-VEGE DELICATESSEN,0761-27-5811
2019-07-06,東京都,Cafe Renoir カフェ ルノアール吉祥寺北口店,0422-27-1057
2019-07-05,東京都,バビーズ伊勢丹新宿店期間限定ショップ,03-3352-1111
2019-07-05,東京都,Three Tiers（スリーティアーズ）,03-6451-2710
2019-07-05,愛知県,Urth Caffe（アースカフェ）星が丘テラス店,052-734-3740
2019-07-05,新潟県,FOOD BOAT cafe（フードボートカフェ）リバーサイド千秋店,0258-94-9712
2019-07-05,沖縄県,ELK NEWYORK BRUNCH 浦添PARCO CITY店,098-943-9799
2019-07-04,東京都,フレンカフェ/つくしのハレン,050-5217-2359
2019-07-04,東京都,カフェラッテ（Caffe Latte）,090-3597-4928
2019-07-03,大阪府,丸福珈琲店 Omelet & Busse(オムレット アンド ブッセ),06-6195-9277
2019-07-03,京都府,パンとエスプレッソと嵐山庭園,075-366-6850
2019-07-03,東京都,ウェル フード マーケット&カフェimperfect 表参道,03-6721-0766
2019-07-03,大阪府,CAFFE CIAO PRESSO× PIZZA CONA 難波店,06-6212-3751
2019-07-02,兵庫県,AiiA 2.5 Theater Kobe CAFE (アイア2.5シアターコウベカフェ),078-940-1917
2019-07-02,東京都,DualY wine & tapas,03-5542-0187
2019-07-01,東京都,Nagisa,03-6441-0994
2019-07-01,兵庫県,#icafe,078-381-8528
2019-07-01,大阪府,和レ和レ和,06-4300-3490
2019-06-30,徳島県,世界一小さな猫カフェ,088-655-6999
2019-06-30,東京都,NINJA Cafe & Bar,03-6231-7387
2019-06-29,福岡県,Cafe&Sobar グリチネ,092-846-8135
2019-06-28,京都府,＆HANA,075-255-5678
2019-06-28,長崎県,feel bee,080-8561-7317
2019-06-28,兵庫県,ごはんカフェ そら,078-798-5711
2019-06-28,沖縄県,サンマルクカフェ 沖縄パルコシティ店,098-917-0938
2019-06-27,東京都,Tour de France CAFÉ@TOKYO powered by J SPORTS,
2019-06-27,山梨県,SPRING GALLERY,080-3694-1199
2019-06-27,鹿児島県,餡心 ほあん堂 （HOANDO）,099-227-3022
2019-06-27,沖縄県,珈琲待夢 浦添西海岸パルコシティ店,098-871-1120
2019-06-25,東京都,勉強カフェ両国スタジオ,03-5669-0047
2019-06-25,沖縄県,リトルマーメイド浦添パルコシティ店,098-871-1128
2019-06-24,島根県,Billiards & Cafe Aritto,0854-21-9759
2019-06-24,京都府,閑是 -KAN/ZE Muromachi-,
2019-06-22,東京都,アトム堂本舗 TEZUKA OSAMU SHOP & CAFE,03-5246-4891
2019-06-21,京都府,THEATRE E9 KYOTO（シアターE9京都）,075-744-6127
2019-06-21,大阪府,さかなのじんべえ,06-6632-8220
2019-06-21,和歌山県,Bay Berry Cafe,0739-47-5025
2019-06-20,大阪府,うつわcafeハリス,072-646-7973
2019-06-19,東京都,CROKET MIMIC TOKYO （コロッケ・ミミックトーキョー）,03-6435-5220
2019-06-19,熊本県,ELK NEWYORK BRUNCH ゆめタウン光の森店,096-234-6369
2019-06-19,千葉県,Moff animal cafe イオンモール成田店,0476-29-4377
2019-06-19,大分県,CIELO CAFE,03-6455-2665
2019-06-18,東京都,183 FUCHU FAN ZONE with BEERTERIA  PRONTO,042-333-8988
2019-06-18,神奈川県,ROBB(ロブ),0467-50-0192
2019-06-17,愛知県,フードふうど,052-265-5525
2019-06-17,岡山県,USSU,086-236-7733
2019-06-17,岡山県,CAFE Tokidoki KOEIDO,086-250-5554
2019-06-16,東京都,THE CITY BAKERY BRASSERIE RUBIN,03-3588-1018
2019-06-15,長崎県,ツバキ キッチン （TSUBAKI KITCHEN）,0959-74-5600
2019-06-15,兵庫県,DIY cafe 三宮北野坂店,078-230-2716
2019-06-15,大分県,Kitchen Cafe Tabena輪,097-507-6890
2019-06-14,東京都,GREEN BROTHERS 大手町店,03-6225-2570
2019-06-14,岐阜県,Bord Game Cafe みーぷるらんど,
2019-06-14,神奈川県,Baluko Laundry Place 江ノ島,0466-90-4391
2019-06-13,東京都,刀剣乱舞 2.5Dカフェ,03-3253-5666
2019-06-12,東京都,シービー＆オルフェ,03-6450-0023
2019-06-11,東京都,大三萬年堂HANARE,03-6206-8857
2019-06-11,栃木県,メキシカンカフェ エルパソ,0289-78-5191
2019-06-11,神奈川県,craft CAFE IBIS,044-400-1299
2019-06-10,大阪府,Light Up Dining Infinity,06-4792-7399
2019-06-09,神奈川県,サンマルクカフェ 横浜ビブレ店,045-415-8108
2019-06-09,神奈川県,このカフェ半端ないって！橋本店,042-703-6611
2019-06-08,東京都,Strawberry cafe & dining（ストロベリー カフェ & ダイニング）,03-6450-5678
2019-06-07,東京都,Cafe Bar OUR,03-5829-6470
2019-06-07,大阪府,パンカラト ブーランジェリーカフェ,06-6575-7540
2019-06-05,東京都,gmgm (グムグム),03-6877-0537
2019-06-05,東京都,Café au lait Tokyo,
2019-06-05,東京都,Cafe 568 COLOHA（カフェ コロハ）,070-2839-8205
2019-06-04,東京都,フレンチカフェ/つくしのハレン,050-5217-2359
2019-06-04,兵庫県,ブーランジェリー&カフェ サニーサイド 西宮大社店,0798-31-2929
2019-06-03,大阪府,kusunoki-庵,0721-21-8758
2019-06-03,東京都,海南鶏飯食堂3 表参道店,03-5413-3640
2019-06-03,栃木県,食・呑み処 和み,0289-72-1788
2019-06-03,東京都,CAFE LIFE（カフェ ライフ）,03-6661-2133
2019-06-02,大阪府,猫喫茶 猫の箱,06-6304-2828
2019-06-01,東京都,THE CITY BAKERY STUDIO TOKYO,
2019-06-01,大阪府,JELLY JELLY CAFE 大阪心斎橋店,06-6563-7478
2019-06-01,東京都,Swell Bowls（スウェルボウルズ）,03-6450-3020
2019-06-01,東京都,MALVAROSA Perfetto Caffè,0422-38-6194
2019-06-01,,発酵小路 田屋,0184-74-8207
2019-06-01,佐賀県,お茶とお食事処森山 鳥栖店,0942-85-7810
2019-06-01,宮城県,ベジフルカフェ ぴよぴよ,
2019-05-31,群馬県,Cafe&Bar Wish,027-226-1356
2019-05-30,愛知県,niko and…COFFEE イオンモールナゴヤドーム前店,052-725-6799
2019-05-30,東京都,HEALTHY MONSTER,03-5413-7070
2019-05-29,愛媛県,CALULUCAFE(カルルカフェ),0898-55-8492
2019-05-28,富山県,gelato pique cafe 三井アウトレットパーク 北陸小矢部店,0766-92-3501
2019-05-28,佐賀県,お茶とお食事処森山 鳥栖店,0942-85-7810
2019-05-26,千葉県,DEAN & DELUCA カフェ成田空港 第1ターミナルビル,0476-32-4652
2019-05-26,東京都,TOKYO L.O.C.A.L BASE,03-6807-7748
2019-05-26,宮城県,コーヒーとフレンチトーストNICE PICNIC DAY,0225-28-6418
2019-05-25,東京都,ほんのみせコトノハ,
2019-05-25,愛知県,FASHION RENOVE,0120-26-3016
2019-05-24,神奈川県,Le Pain Quotidien たまプラーザ店,045-532-6490
2019-05-24,神奈川県,ViTO COFFEE たまプラーザ店,045-903-3138
2019-05-23,大阪府,季節のごはんカフェ satono,072-627-8222
2019-05-22,東京都,GOOD MORNING CAFE NOWADAYS（グッドモーニングカフェナワデイズ）,03-5362-7460
2019-05-22,福島県,未確認生物 つちのこカフェ,090-3649-0713
2019-05-22,東京都,ゾンビランドサガ ZK CAFE（ズィーケー カフェ）,
2019-05-21,長野県,昼神キヲスク,0265-49-0705
2019-05-20,大阪府,北新地 オーダーメイド スムージーの店 隠れ家,06-6131-6776
2019-05-20,埼玉県,cafe loup AZ （カフェ ル アズ）,048-708-3026
2019-05-19,愛媛県,IKIDANE CYCLIST HOSTEL & CAFE SHIMANAMI,0120-228-069
2019-05-18,福岡県,パティスリーカフェpousser（プセ）広川店,0943-24-8757
2019-05-18,富山県,Nomi,0763-77-4163
2019-05-18,東京都,Sta. （エスティーエー）,03-6455-2056
2019-05-18,兵庫県,吉甚 バッタリ・カフェ,0799-53-6665
2019-05-17,三重県,ロブ イナベ ヒュッテ,0564-77-7170
2019-05-16,北海道,CROSSROAD BAKERY ＆ CAFÉ南円山,011-211-8187
2019-05-16,北海道,Baluko Laundry Place南円山,011-211-8187
2019-05-14,埼玉県,cafe fermata,049-215-9246
2019-05-13,大阪府,食堂カフェpotto×タニタカフェフレンドタウン交野店,072-807-8557
2019-05-12,埼玉県,保護猫カフェさくら,080-7715-7321
2019-05-12,大阪府,85st coffee エイティファイブストリートコーヒー 大阪店,06-4301-4685
2019-05-11,東京都,資生堂パーラー 自由が丘店,03-3718-7620
2019-05-11,長崎県,BUCO cafe,080-2393-7209
2019-05-10,東京都,綿茶 神田店,03-3525-4242
2019-05-09,沖縄県,RESTAURANT  シルー イノベーティブ,098-983-3019
2019-05-09,大阪府,かふぇ のぶちゃん,090-3161-8331
2019-05-08,栃木県,Cafe Afrodite (カフェ アフロディーテ),070-3350-2421
2019-05-06,大阪府,パンケーキカフェcafeblow和泉府中店,080-2412-3192
2019-05-01,兵庫県,葵LIBERO（葵リベロ）,078-381-8440
2019-05-01,香川県,OKI olive garden cafe オキオリーブガーデンカフェ,080-1623-7772
2019-05-01,東京都,Curry&Cafe SAMA 神田店,03-5826-8983
2019-05-01,大分県,HARIYO,090-3417-4450
2019-05-01,兵庫県,Cafe Cuore （カフェ・クオーレ）,072-777-5050
2019-04-30,広島県,PEACE&MOSH,082-533-6088
2019-04-30,大阪府,嵜本ベーカリーカフェ,06-6634-6800
2019-04-28,東京都,将棋カフェ COBIN (コビン),03-5937-0613
2019-04-28,茨城県,SLOW JET COFFEE COOKIE スロージェットコーヒークッキー,029-825-0818
2019-04-28,兵庫県,プレイリードッグCAFE POTBELLY,078-241-0805
2019-04-27,宮城県,しろいしほっこり・にっこりくらぶ いきいきふれあいサロン,090-4550-5066
2019-04-27,埼玉県,CARVAANCRAFTBEER＆GRILL,042-978-7907
2019-04-27,千葉県,Pot&Cook,0475-42-1554
2019-04-26,福岡県,Cafe style,0942-45-4555
2019-04-26,京都府,デリカフェ・キッチン京都,075-744-6634
2019-04-26,福岡県,WHITE GLASS COFFEE FUKUOKA,092-483-1559
2019-04-26,大阪府,neu.cafe ノイカフェ万博入口前店,06-6878-5137
2019-04-26,愛知県,BABY FACE PLANET’S 長久手店,0561-64-7753
2019-04-26,静岡県,雪ノ下 近藤正文と薫,0559-57-4557
2019-04-25,沖縄県,檸檬とスパイス フレンチトースト イオンモール沖縄ライカム店,098-932-7117
2019-04-25,東京都,椿屋カフェ 池袋東口店,03-6912-6864
2019-04-25,北海道,THE DANSHAKU LOUNGE,0138-82-8888
2019-04-25,大阪府,サンマルクカフェ イズミヤカナートモール和泉府中店,0725-90-7990
2019-04-25,福岡県,メゾンカイザーテーブル博多店,092-409-3634
2019-04-25,北海道,NISEKO BASE CAFE,0136-55-5538
2019-04-25,兵庫県,Ron Herman cafe 神戸店,078-333-6836
2019-04-25,静岡県,TERRACE CAFE IPPEKIKO,0557-45-0101
2019-04-25,神奈川県,Café Fete le marche,044-299-9833
2019-04-24,広島県,宮島 りらっくま茶房,
2019-04-24,東京都,365cafe（サンロクゴカフェ）西武渋谷店,03-3461-8819
2019-04-24,東京都,花カフェ Trajet -トラジェ-,042-377-0756
2019-04-24,大阪府,アニメイトカフェグラッテ大阪日本橋,06-6636-0628
2019-04-24,東京都,タマ＆フレンズ 3丁目カフェ,070-6661-9372
2019-04-24,千葉県,sweets cafe Sora,0438-80-9549
2019-04-24,大阪府,和カフェyusoshi あべの,06-6629-3111
2019-04-23,宮城県,エクセルシオール カフェ 仙台長命ヶ丘店,022-342-0688
2019-04-23,宮城県,CAFE 202 ブランチ仙台店,022-341-5822
2019-04-23,神奈川県,PRONTO(プロント) 湘南藤沢OPA店,0466-90-5228
2019-04-23,愛知県,Logic,052-718-1293
2019-04-22,岐阜県,サンマルクカフェ モレラ岐阜店,058-260-7309
2019-04-22,愛知県,Cafe+ Dining Sayu,052-737-8606
2019-04-21,神奈川県,灯 by台湾甜品研究所 武蔵小杉店,044-948-8835
2019-04-21,滋賀県,並木カフェ メタセコイア,0740
2019-04-20,大阪府,アニメイトカフェグラッテ大阪日本橋,06-6636-0628
2019-04-20,宮城県,シチノカフェ イオンモール名取店,022
2019-04-19,石川県,金澤やまぎし養蜂場 大桑店,076-244-3388
2019-04-19,滋賀県,ホリーズカフェ イズミヤ堅田店,
2019-04-19,茨城県,さかい河岸レストラン 茶蔵,0280-87-5011
2019-04-19,神奈川県,Sea Table シーテーブル,
2019-04-18,大阪府,READING STYLE あべの,06-4703-5881
2019-04-18,神奈川県,BAKERY RESTAURANT TERME2,045-414-1940
2019-04-18,大阪府,Cafe Littlepine,0721-21-8669
2019-04-18,東京都,ティファニー＠キャットストリート,0120-488-712
2019-04-18,千葉県,房総の駅 とみうらカフェ,0470-28-5401
2019-04-16,福岡県,FLOW,092-716-4556
2019-04-15,大分県,Belle côte,0978-72-0707
2019-04-14,愛知県,灯(あかり) 名古屋店,052-414-4565
2019-04-14,新潟県,新潟の四季 風土(にいがたのしき ふーど),0256-64-8062
2019-04-14,大阪府,bell-ville（ベルヴィル） 岸和田カンカンベイサイドモール店,072-430-6666
2019-04-14,石川県,share living cafe BEANS 石引店,076-222-2227
2019-04-13,広島県,宮島 りらっくま茶房,
2019-04-13,愛知県,みちのcafe,0561-72-2301
2019-04-13,東京都,Cosmic Girl Cafe,03-6812-9306
2019-04-13,大阪府,moms+kitchen&cafe,072-813-9924
2019-04-13,東京都,CAFE HELLO,03-3411-8877
2019-04-12,岩手県,Cafe ＆ bar umineko,0193-55-6522
2019-04-12,岩手県,Cafe Hamayui,0193-55-6616
2019-04-12,千葉県,&COFFEE MAISON KAYSER 幕張店,043-307-4180
2019-04-11,,oiseau bleu,026-285-0803
2019-04-11,福岡県,cafe&bar moani(モアニ),092-287-5558
2019-04-11,福岡県,MOCHAJAVA CAFE PARKSIDE（モカジャバ カフェ パークサイド）,092-716-4556
2019-04-10,東京都,吉祥なおきち,070-1399-7028
2019-04-10,大阪府,OG CAFE,072-697-8179
2019-04-10,長野県,+コハクテラス （+kohakuterrace）,026-258-2501
2019-04-09,千葉県,キハチ カフェ ペリエ千葉,043-441-7168
2019-04-08,栃木県,ベーカリーカフェ copain est（コパン エスト）,028-633-7455
2019-04-07,兵庫県,レストラン＆カフェGARB COSTA ORANGE,0799-85-1000
2019-04-07,東京都,カフェ＆トラットリア ミケランジェロ 広尾,03-3448-0643
2019-04-07,沖縄県,CROSSING FINGERS（クロッシングフィンガーズ）,098-894-8338
2019-04-07,大阪府,Loco Cafe Drive-In （ロコカフェ ドライブイン）,06-6776-2111
